PLAYER_ID,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
2544,12,-120,1,1,1
2544,1,10,10,1,1
2544,1,6,10,1,1
2544,23,230,17,1,0
2544,16,2,168,1,0
2544,0,0,-6,1,1
2544,15,147,52,1,0
2544,1,-14,3,1,1
2544,19,39,194,1,1
2544,17,-24,178,1,1
2544,16,-133,92,1,0
2544,25,-138,216,1,0
2544,2,24,8,1,1
2544,1,-15,6,1,1
2544,24,230,77,1,0
2544,2,14,15,1,0
2544,4,35,21,1,0
2544,26,-113,235,1,1
2544,2,20,-4,1,0
2544,21,164,143,1,0
2544,2,27,13,1,1
2544,3,1,30,1,1
2544,19,-187,56,1,0
2544,23,-233,3,1,1
2544,6,49,41,1,0
2544,26,-187,190,1,0
2544,3,13,35,1,0
2544,1,11,15,1,0
2544,2,0,26,1,1
2544,8,35,79,1,0
2544,22,199,111,1,0
2544,3,-12,37,1,1
2544,21,-163,137,1,1
2544,14,-147,15,1,0
2544,2,8,21,1,1
2544,29,-171,236,1,0
2544,2,0,26,1,1
2544,4,0,47,1,0
2544,2,-8,22,1,1
2544,14,-84,115,1,0
2544,2,-10,19,1,1
2544,1,8,6,1,1
2544,1,5,16,1,1
2544,18,-125,131,1,0
2544,2,6,24,1,1
2544,27,-83,258,1,0
2544,2,3,21,1,0
2544,0,0,-6,1,1
2544,21,113,181,1,1
2544,5,4,53,1,0
2544,2,-1,20,1,1
2544,19,95,172,1,0
2544,1,-14,10,1,1
2544,24,-231,73,1,0
2544,1,14,12,1,0
2544,19,-191,59,1,0
2544,0,-1,7,1,1
2544,27,-55,270,1,0
2544,14,102,97,1,0
2544,17,-143,105,1,0
2544,26,188,188,1,1
2544,25,30,257,1,0
2544,20,139,146,1,0
2544,1,11,15,1,1
2544,2,8,20,1,1
2544,1,-3,14,1,0
2544,28,145,241,1,1
2544,24,47,244,1,0
2544,26,-13,264,1,1
2544,26,49,264,1,0
2544,27,-14,275,1,0
2544,26,-185,190,1,1
2544,13,-136,32,1,0
2544,26,71,256,1,0
2544,2,4,21,1,1
2544,27,-72,264,1,1
2544,26,-94,251,1,0
2544,28,-164,230,1,1
2544,1,-18,6,1,1
2544,4,-44,11,1,1
2544,14,-127,76,1,0
2544,1,6,15,1,1
2544,25,-69,250,1,1
2544,25,-90,240,1,0
2544,7,23,69,1,1
2544,25,-204,146,1,0
2544,26,89,250,1,1
2544,26,-128,230,1,0
2544,3,-32,19,1,0
2544,2,-16,21,1,1
2544,3,24,29,1,0
2544,0,0,-6,1,1
2544,3,18,27,1,0
2544,2,-19,8,1,0
2544,1,-11,16,1,0
2544,0,0,2,1,1
2544,1,-8,11,1,0
2544,1,9,12,1,1
2544,0,-7,5,1,1
2544,26,-152,214,1,1
2544,21,-181,111,1,1
2544,1,-3,11,1,1
2544,17,18,170,1,0
2544,2,3,21,1,0
2544,3,2,32,1,1
2544,23,-60,230,1,1
2544,29,-132,269,1,0
2544,9,-29,95,1,0
2544,2,19,7,1,1
2544,0,1,-1,1,1
2544,2,-3,24,1,1
2544,0,-5,-2,1,1
2544,1,0,14,1,1
2544,3,-8,30,1,1
2544,25,-161,200,1,1
2544,15,68,136,1,1
2544,30,-168,253,1,0
2544,0,2,1,1,1
2544,1,-3,16,1,1
2544,10,-19,108,1,0
2544,22,-228,13,1,0
2544,5,3,55,1,0
2544,1,5,14,1,1
2544,25,-85,241,1,0
2544,2,-15,20,1,1
2544,26,33,262,1,0
2544,9,-2,99,1,1
2544,3,29,12,1,0
2544,2,-9,18,1,1
2544,25,221,121,1,1
2544,2,-14,17,1,1
2544,27,-44,275,1,0
2544,2,15,16,1,0
2544,30,-66,301,1,0
2544,13,-132,16,1,0
2544,28,-51,285,1,0
2544,26,160,205,1,1
2544,26,113,236,1,0
2544,2,-16,16,1,1
2544,1,0,11,1,0
2544,3,-19,25,1,0
2544,26,8,267,1,0
2544,13,-53,120,1,0
2544,1,16,6,1,0
2544,1,0,15,1,1
2544,2,20,16,1,1
2544,3,-30,10,1,1
2544,2,1,21,1,0
2544,28,14,281,1,1
2544,26,-93,252,1,0
2544,2,-5,21,1,1
2544,1,-19,4,1,0
2544,2,16,13,1,0
2544,1,11,-3,1,1
2544,1,15,1,1,1
2544,25,19,259,1,0
2544,1,-12,-3,1,1
2544,21,42,210,1,1
2544,24,171,181,1,0
2544,27,-7,270,1,0
2544,1,-9,-5,1,1
2544,1,-17,-6,1,1
2544,27,-144,231,1,1
2544,3,-30,26,1,0
2544,2,-21,16,1,1
2544,3,-14,36,1,0
2544,1,-16,9,1,1
2544,13,-136,8,1,1
2544,5,35,43,1,1
2544,26,-152,222,1,0
2544,4,44,11,1,1
2544,0,6,5,1,0
2544,1,-3,11,1,0
2544,2,22,16,1,0
2544,25,49,254,1,0
2544,23,-203,122,1,0
2544,1,-6,17,1,1
2544,22,181,141,1,1
2544,24,198,147,1,1
2544,1,2,10,1,1
2544,8,-4,80,1,1
2544,1,6,11,1,1
2544,13,62,115,1,1
2544,27,153,230,1,1
2544,1,9,16,1,0
2544,13,131,44,1,1
2544,1,10,2,1,0
2544,18,-56,172,1,0
2544,14,-132,70,1,0
2544,25,-147,205,1,0
2544,28,-27,283,1,0
2544,1,12,13,1,1
2544,25,-145,208,1,1
2544,11,-103,50,1,1
2544,24,70,235,1,0
2544,1,12,6,1,1
2544,24,-207,127,1,1
2544,24,165,177,1,1
2544,25,32,251,1,0
2544,5,13,56,1,0
2544,10,-100,41,1,0
2544,25,-30,251,1,0
2544,14,143,33,1,0
2544,17,173,23,1,0
2544,8,-11,88,1,0
2544,1,-1,10,1,1
2544,1,17,3,1,1
2544,3,-12,29,1,1
2544,17,-177,1,1,1
2544,21,148,160,1,1
2544,1,-8,7,1,1
2544,27,-120,246,1,0
2544,26,-210,165,1,0
2544,2,-23,0,1,1
2544,0,-1,6,1,1
2544,2,3,26,1,0
2544,26,-98,242,1,0
2544,20,-90,180,1,0
2544,1,-2,10,1,1
2544,25,203,157,1,0
2544,20,133,152,1,0
2544,1,13,3,1,1
2544,0,6,5,1,1
2544,3,-9,36,1,0
2544,1,12,3,1,1
2544,0,2,0,1,1
2544,26,41,262,1,0
2544,25,-64,242,1,1
2544,14,-147,3,1,0
2544,2,13,16,1,1
2544,1,-5,17,1,1
2544,3,9,38,1,1
2544,7,41,57,1,0
2544,27,-127,242,1,0
2544,6,-6,62,1,0
2544,1,7,14,1,1
2544,3,11,31,1,0
2544,24,-140,206,1,1
2544,21,-93,197,1,0
2544,27,-183,205,1,1
2544,5,11,49,1,0
2544,3,6,34,1,0
2544,26,-175,199,1,0
2544,12,-73,102,1,0
2544,2,0,23,1,1
2544,26,-29,268,1,1
2544,27,138,235,1,0
2544,0,-2,6,1,1
2544,27,-191,196,1,0
2544,26,109,246,1,0
2544,3,-29,10,1,1
2544,1,-7,13,1,1
2544,26,-119,232,1,0
2544,20,-106,175,1,0
2544,11,-56,100,1,0
2544,0,0,6,1,1
2544,1,-6,13,1,1
2544,1,0,11,1,1
2544,15,-158,17,1,0
2544,9,95,-1,1,0
2544,2,-20,6,1,0
2544,12,-123,1,1,0
2544,26,154,213,1,0
2544,24,-122,215,1,1
2544,26,-62,255,1,0
2544,2,-22,11,1,0
2544,21,-202,64,1,0
2544,2,3,22,1,1
2544,10,105,-10,1,0
2544,1,6,18,1,1
2544,26,-50,257,1,0
2544,1,4,11,1,1
2544,7,-46,63,1,1
2544,34,-122,319,1,0
2544,26,209,156,1,1
2544,1,-18,-1,1,1
2544,1,12,10,1,0
2544,25,-103,232,1,1
2544,27,46,271,1,1
2544,26,199,176,1,1
2544,25,-59,247,1,1
2544,25,-218,131,1,1
2544,25,-89,240,1,0
2544,1,11,5,1,0
2544,0,0,-6,1,1
2544,1,13,14,1,0
2544,0,0,-6,1,1
2544,2,-16,14,1,0
2544,17,-4,177,1,1
2544,1,-15,3,1,1
2544,3,-29,10,1,0
2544,27,-93,262,1,1
2544,25,-148,209,1,0
2544,2,-3,20,1,1
2544,1,3,17,1,1
2544,0,3,8,1,0
2544,26,-133,233,1,0
2544,58,5,585,1,0
2544,25,-210,152,1,0
2544,0,0,-6,1,1
2544,26,143,221,1,0
2544,2,8,21,1,1
2544,26,165,209,1,0
2544,26,179,201,1,0
2544,10,-102,14,1,0
2544,7,7,72,1,1
2544,7,1,75,1,1
2544,27,109,250,1,0
2544,27,-140,239,1,0
2544,6,29,57,1,1
2544,9,-35,89,1,0
2544,29,-128,267,1,1
2544,22,228,22,1,0
2544,2,0,29,1,1
2544,18,100,159,1,0
2544,27,-16,278,1,1
2544,29,-29,293,1,0
2544,27,-45,270,1,0
2544,6,-1,69,1,0
2544,3,-3,32,1,0
2544,29,-201,214,1,1
2544,26,114,238,1,1
2544,28,-117,256,1,0
2544,6,-9,62,1,1
2544,3,-16,33,1,1
2544,28,212,186,1,0
2544,13,-35,126,1,0
2544,18,20,184,1,0
2544,20,100,181,1,0
2544,4,18,36,1,1
2544,2,16,20,1,0
2544,24,-204,138,1,0
2544,1,8,6,1,0
2544,26,-51,260,1,1
2544,2,29,1,1,0
2544,9,9,92,1,0
2544,26,-51,257,1,1
2544,9,18,90,1,1
2544,1,1,14,1,1
2544,13,-135,3,1,0
2544,1,18,-1,1,1
2544,13,-118,72,1,0
2544,25,-10,256,1,1
2544,24,-106,224,1,0
2544,25,138,218,1,0
2544,15,-150,24,1,1
2544,1,5,15,1,0
2544,3,-32,21,1,0
2544,1,16,9,1,1
2544,1,0,16,1,1
2544,28,-125,259,1,0
2544,2,-20,12,1,1
2544,3,31,17,1,1
2544,24,-116,221,1,0
2544,25,-13,251,1,0
2544,6,-46,42,1,1
2544,1,2,10,1,1
2544,1,-1,10,1,1
2544,0,4,4,1,1
2544,18,4,184,1,0
2544,1,-11,7,1,0
2544,1,-14,8,1,1
2544,19,-139,132,1,0
2544,25,117,226,1,0
2544,1,-8,10,1,1
2544,14,-116,91,1,0
2544,22,6,227,1,0
2544,1,11,6,1,1
2544,3,-2,33,1,1
2544,25,-171,184,1,1
2544,25,135,221,1,0
2544,20,-149,139,1,0
2544,1,-11,10,1,1
